Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,charades-generator.com,https://www.kidscharades.com/online-charades-generator.html,charadesideasgenerator.com,play.gameonfamily.com/charades/,getcharadesideas.com,charades-generator.com (pages),https://www.kidscharades.com/online-charades-generator.html (pages),charadesideasgenerator.com (pages),play.gameonfamily.com/charades/ (pages),getcharadesideas.com (pages),Results
dirty catch phrase,Informational,70,23,0.00,0.02,0,0,0,0,26,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,106
dirty funny scattergories categories,Commercial,70,18,0.00,0.08,0,0,0,0,36,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,186
dislike generator,Commercial,70,10,0.00,0.33,0,0,0,0,25,,,,,https://www.getcharadesideas.com/,105
dumb charades movie,Informational,70,23,0.00,0.33,0,0,0,0,11,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,110
easy bible charades ideas,Informational,70,2,0.00,0.69,0,0,2,0,0,,,https://charadesideasgenerator.com/bible-charades-ideas/,,,101
easy charades ideas,Informational,70,38,0.03,0.92,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,126
famous people for heads up,Commercial,70,20,0.00,0.33,0,0,19,0,3,,,https://charadesideasgenerator.com/celebrity-charades-generator/,,https://www.getcharadesideas.com/resources/famous-people-charades-ideas-the-complete-list/,208
free printable charades cards with pictures pdf,Informational,70,3,0.00,0.00,0,0,0,0,25,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,121
funny charade topics,Informational,70,37,0.02,0.24,0,0,29,0,5,,,https://charadesideasgenerator.com/funny-charades-ideas/,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,114
funny charades for christmas,Informational,70,4,0.00,0.50,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,112
funny dirty names for games,Informational,70,33,0.04,0.10,0,0,0,0,52,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,99
funny ideas for something borrowed,Informational,70,16,0.00,0.99,0,0,0,0,86,,,,,https://www.getcharadesideas.com/resources/funny-charades-ideas-and-how-to-act-them-out/,187
funny scattergories lists for adults,Informational,70,27,0.00,0.78,0,0,0,0,52,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,103
good charades words list,Informational,70,38,0.00,0.42,0,0,0,0,7,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,118
good ideas for a song title,Informational,70,3,0.00,0.33,0,0,53,0,0,,,https://charadesideasgenerator.com/song-titles-for-charades/,,,122
good ideas for song titles,Informational,70,20,0.00,0.33,0,0,52,0,0,,,https://charadesideasgenerator.com/song-titles-for-charades/,,,138
halloween pictionary ideas,Informational,70,2,0.00,0.86,0,0,0,0,53,,,,,https://www.getcharadesideas.com/resources/charades-halloween-ideas/,105
halloween qr codes,Informational,70,11,0.00,0.33,0,0,0,0,52,,,,,https://www.getcharadesideas.com/resources/charades-halloween-ideas/,115
holiday charades ideas,Informational,70,10,0.00,0.00,0,0,0,0,1,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,110
holiday charades pictionary,"Commercial, Informational",70,-1,0.00,0.00,0,0,0,0,6,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,132
how to play charades in teams,Informational,70,13,0.00,0.00,0,0,86,0,23,,,https://charadesideasgenerator.com/charades-rules/,,https://www.getcharadesideas.com/charades-rules/,169
ideas for dares over text,Informational,70,20,0.02,0.09,0,0,0,0,70,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,129
list of charades words,Informational,70,25,0.03,0.18,0,0,0,0,12,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,118
movies like charade,Informational,70,11,0.00,0.33,0,0,0,0,8,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,118
printable charades list,Informational,70,25,0.00,0.02,0,0,0,0,6,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,110
printable halloween charades,Informational,70,9,0.00,0.33,0,0,0,0,44,,,,,https://www.getcharadesideas.com/resources/charades-halloween-ideas/,165
random word game generator,"Commercial, Informational",70,35,0.00,0.33,0,0,0,49,0,,,,https://play.gameonfamily.com/charades/,,94
random word generator game,"Commercial, Informational",70,35,0.00,0.33,0,0,0,46,0,,,,https://play.gameonfamily.com/charades/,,97
reverse charades word list,Informational,70,2,0.00,0.33,0,0,3,0,0,,,https://charadesideasgenerator.com/reverse-charades-ideas/,,,71
schrade ideas,Informational,70,41,0.00,0.33,0,0,26,0,2,,,https://charadesideasgenerator.com/funny-charades-ideas/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,173
sharades ideas,Informational,70,23,0.03,0.31,0,0,44,0,1,,,https://charadesideasgenerator.com/funny-charades-ideas/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,120
sharedes,Informational,70,62,0.54,0.07,0,10,0,0,7,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/,136
sherade words,Informational,70,24,0.03,0.22,0,0,0,39,10,,,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,130
sherads,Informational,70,57,0.54,0.07,0,41,0,46,5,,https://www.kidscharades.com/online-charades-generator.html,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,134
sick twisted charades,Commercial,70,16,0.00,0.58,0,0,0,0,27,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,172
tough english movies for dumb charades,Informational,70,24,0.00,0.33,0,0,0,0,6,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,62
tough movie names,Informational,70,33,0.00,0.33,0,0,0,0,8,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,108
tv programmes for charades,Informational,70,20,0.00,0.01,0,0,15,0,1,,,https://charadesideasgenerator.com/pop-culture-charades-generator/,,https://www.getcharadesideas.com/resources/charades-tv-show-ideas-article/,109
verb charades,Informational,70,5,0.00,0.13,0,0,0,0,43,,,,,https://www.getcharadesideas.com/resources/charades-action-ideas/,109
vocabulary charades game,Informational,70,21,0.00,0.11,0,65,0,76,20,,https://www.kidscharades.com/online-charades-generator.html,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,184
wedding charades game,Informational,70,14,0.51,0.95,0,0,4,0,0,,,https://charadesideasgenerator.com/wedding-charades-words-list/,,,193
wedding shower charades,"Commercial, Informational",70,20,0.44,1.00,0,0,3,0,0,,,https://charadesideasgenerator.com/bridal-shower-charades-ideas/,,,184
wedding things start with o,Informational,70,1,0.00,0.33,0,0,80,0,0,,,https://charadesideasgenerator.com/wedding-charades-words-list/,,,147
what is running charades,Informational,70,23,0.00,0.33,0,0,57,0,50,,,https://charadesideasgenerator.com/how-to-play-charades/,,https://www.getcharadesideas.com/how-to-play-charades/,106
a christmas charade,Informational,50,33,0.00,0.33,0,0,0,0,13,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,104
actions for charades,Informational,50,9,0.02,0.83,0,0,4,0,36,,,https://charadesideasgenerator.com/actions-charades-generator/,,https://www.getcharadesideas.com/,133
chaades,Commercial,50,63,0.54,0.07,0,0,0,0,8,,,,,https://www.getcharadesideas.com/,137
chaeades,Informational,50,57,0.54,0.07,0,0,0,0,5,,,,,https://www.getcharadesideas.com/,61
chairades,Informational,50,27,0.54,0.07,0,0,0,0,42,,,,,https://www.getcharadesideas.com/how-to-play-charades/,106
character charades,Informational,50,15,0.00,0.01,0,0,0,0,1,,,,,https://www.getcharadesideas.com/,135
characters for charades,Informational,50,23,0.00,0.01,0,0,18,0,2,,,https://charadesideasgenerator.com/celebrity-charades-generator/,,https://www.getcharadesideas.com/resources/famous-people-charades-ideas-the-complete-list/,140
charadaes,Informational,50,58,0.54,0.07,0,41,0,13,6,,https://www.kidscharades.com/online-charades-generator.html,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,135
charade songs,Informational,50,21,0.00,0.33,0,0,5,0,1,,,https://charadesideasgenerator.com/song-titles-for-charades/,,https://www.getcharadesideas.com/resources/charades-song-ideas/,136
charade topics for family,Informational,50,20,0.04,0.92,0,0,0,0,3,,,,,https://www.getcharadesideas.com/resources/family-charades-ideas-and-how-to-act-them-out/,117
charade words for teenagers,Informational,50,18,0.06,0.74,0,0,8,0,10,,,https://charadesideasgenerator.com/charades-ideas-for-teens/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,110
charades dataset,Informational,50,10,0.00,0.33,0,0,0,0,27,,,,,https://www.getcharadesideas.com/,107
charades drawing ideas,Informational,50,20,0.00,0.18,0,0,0,0,2,,,,,https://www.getcharadesideas.com/,127
charades for couples,Informational,50,23,0.00,0.44,0,0,0,0,5,,,,,https://www.getcharadesideas.com/,175
charades for groups,Informational,50,17,0.24,0.21,0,0,0,0,5,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,131
charades for seniors,Informational,50,12,0.00,0.91,0,0,0,0,5,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,181
charades game for families,"Commercial, Informational",50,11,0.00,0.22,0,0,0,0,5,,,,,https://www.getcharadesideas.com/resources/family-charades-ideas-and-how-to-act-them-out/,190
charades game how to play,Informational,50,49,0.00,0.03,0,0,40,0,26,,,https://charadesideasgenerator.com/how-to-play-charades/,,https://www.getcharadesideas.com/how-to-play-charades/,90
charades games how to play,Informational,50,43,0.00,0.03,0,0,46,0,21,,,https://charadesideasgenerator.com/how-to-play-charades/,,https://www.getcharadesideas.com/how-to-play-charades/,100
charades gestures,Informational,50,37,0.00,0.01,0,0,0,0,47,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,106
charades gif,Informational,50,15,0.00,0.33,0,0,0,0,16,,,,,https://www.getcharadesideas.com/,106
charades halloween ideas,Informational,50,10,0.00,0.04,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/charades-halloween-ideas/,164
charades hand signals,Informational,50,23,0.00,0.33,0,0,0,0,34,,,,,https://www.getcharadesideas.com/how-to-play-charades/,107
charades list for kids,Informational,50,15,0.00,0.00,0,24,0,0,5,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,126
charades list of words,Informational,50,27,0.03,0.18,0,0,0,0,6,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,118
charades people,Informational,50,30,0.00,0.33,0,0,2,0,1,,,https://charadesideasgenerator.com/celebrity-charades-generator/,,https://www.getcharadesideas.com/resources/famous-people-charades-ideas-the-complete-list/,131
charades pictures,Informational,50,23,0.57,0.57,0,0,2,0,26,,,https://charadesideasgenerator.com/picture-charades-generator/,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,128
charades relay,Informational,50,4,0.00,0.33,0,0,0,0,20,,,,,https://www.getcharadesideas.com/resources/charades-action-ideas/,168
charades words for teenagers,Informational,50,30,0.06,0.85,0,0,19,0,9,,,https://charadesideasgenerator.com/charades-ideas-for-teens/,,https://www.getcharadesideas.com/,106
cherads,Informational,50,56,0.45,0.10,0,0,0,13,7,,,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,125
christmas carol charades,Informational,50,3,0.00,0.33,0,0,0,0,6,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,110
christmas charade game ideas,Informational,50,13,0.00,0.96,0,0,0,0,1,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,139
christmas charades printable free,Informational,50,8,0.00,0.33,0,0,0,0,21,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,103
christmas hangman phrases,Informational,50,18,0.00,0.00,0,0,0,0,40,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,104
churades,Informational,50,50,0.54,0.07,0,0,0,0,6,,,,,https://www.getcharadesideas.com/,136
difficult dumb charades english movies,Informational,50,23,0.00,0.33,0,0,0,0,4,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,80
difficult dumb charades movies english,Informational,50,19,0.00,0.33,0,0,0,0,6,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,75
difficult movie names for dumb charades,Informational,50,25,0.00,0.33,0,0,0,0,17,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,88
dirty heads up game,Informational,50,22,0.94,0.33,0,0,0,0,7,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,126
dirty phrases for speak out,Informational,50,30,0.00,0.33,0,0,0,0,24,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,150
drawing charades ideas,Informational,50,35,0.00,0.18,0,0,0,0,2,,,,,https://www.getcharadesideas.com/,116
dress up as a famous person,Informational,50,19,0.00,0.01,0,0,0,0,58,,,,,https://www.getcharadesideas.com/resources/famous-people-charades-ideas-the-complete-list/,178
dress up as a famous person ideas,Informational,50,24,0.00,0.03,0,0,0,0,52,,,,,https://www.getcharadesideas.com/resources/famous-people-charades-ideas-the-complete-list/,145
dumb charades english movies,Informational,50,15,0.00,0.33,0,0,0,0,3,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,69
easter charades word list,Informational,50,0,0.00,1.00,0,0,18,0,48,,,https://charadesideasgenerator.com/easter-charades-ideas/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,102
easy charades topics,Informational,50,25,0.02,0.55,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,133
family charades ideas,Informational,50,19,0.07,1.00,0,0,0,0,3,,,,,https://www.getcharadesideas.com/resources/family-charades-ideas-and-how-to-act-them-out/,192
famous people for guess who,Informational,50,6,0.00,0.01,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/famous-people-charades-ideas-the-complete-list/,159
feeling charades,Informational,50,29,0.00,0.58,0,0,16,0,0,,,https://charadesideasgenerator.com/emotion-charades-ideas/,,,110
free printable charades cards pdf,Informational,50,2,0.00,0.33,0,0,0,0,11,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,99
fun charades words,Informational,50,35,0.03,0.17,0,0,0,0,9,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,113
funny charades ideas for kids,Informational,50,9,0.00,0.00,0,12,0,0,2,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,120
funny charades ideas for teens,"Commercial, Informational",50,24,0.00,0.38,0,0,5,0,6,,,https://charadesideasgenerator.com/charades-ideas-for-teens/,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,135
gestures for charades,Informational,50,31,0.00,0.01,0,0,0,0,59,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,109
good ideas for a song,Informational,50,17,0.62,0.04,0,0,0,0,53,,,,,https://www.getcharadesideas.com/resources/charades-song-ideas/,140
haloween charades,Commercial,50,9,0.00,0.41,0,0,61,0,5,,,https://charadesideasgenerator.com/halloween-charades-ideas/,,https://www.getcharadesideas.com/resources/charades-halloween-ideas/,158
hard film names,Informational,50,35,0.00,0.33,0,0,0,0,11,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,119
hard movie names,Informational,50,29,0.00,0.33,0,0,0,0,13,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,116
hard movie names for dumb charades,Informational,50,25,0.00,0.33,0,0,0,0,16,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,81
hard movies for dumb charades english,Informational,50,23,0.00,0.33,0,0,0,0,4,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,74
hard words for charades,Informational,50,23,0.02,0.04,0,0,0,0,16,,,,,https://www.getcharadesideas.com/,88
harry potter charades,Informational,50,3,0.00,0.04,0,0,0,0,10,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,150
hood charades game,Commercial,50,23,0.26,0.64,0,0,0,0,13,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,210
ideas for a show,Informational,50,22,0.00,0.33,0,0,0,0,19,,,,,https://www.getcharadesideas.com/resources/charades-tv-show-ideas-article/,197
mini charades game,Commercial,50,-1,0.00,0.33,0,21,0,0,10,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,187
movies with difficult names,Informational,50,29,0.00,0.33,0,0,0,0,14,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,114
movies with hard names,Informational,50,44,0.00,0.33,0,0,0,0,8,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,126
new years charades,Informational,50,0,0.00,0.33,0,0,0,0,27,,,,,https://www.getcharadesideas.com/,109
pictionary christmas word generator,Informational,50,14,0.00,0.44,0,0,0,0,22,,,,,https://www.getcharadesideas.com/christmas-charades-ideas/,90
picture charades for kids,Informational,50,20,0.00,0.00,0,0,5,0,35,,,https://charadesideasgenerator.com/picture-charades-generator/,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,193
printable bible charades cards,Commercial,50,3,0.00,0.01,0,0,16,0,0,,,https://charadesideasgenerator.com/bible-charades-ideas/,,,174
printable charades for kids,Informational,50,5,0.00,0.00,0,46,0,0,13,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,112
printable guesstures cards,Informational,50,4,0.00,0.33,0,0,0,0,6,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,9930000
reverse charades prompts,Informational,50,6,0.00,0.33,0,0,1,0,30,,,https://charadesideasgenerator.com/reverse-charades-generator/,,https://www.getcharadesideas.com/,117
sex charades,Informational,50,2,0.00,0.07,0,0,0,0,1,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,104
sharads,Informational,50,59,0.54,0.07,0,11,0,36,7,,https://www.kidscharades.com/online-charades-generator.html,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,137
songs charades,Informational,50,11,0.00,0.33,0,0,6,0,1,,,https://charadesideasgenerator.com/song-titles-for-charades/,,https://www.getcharadesideas.com/resources/charades-song-ideas/,129
speak out dirty phrases,Informational,50,20,0.00,0.33,0,0,0,0,27,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,106
spring charades,Informational,50,7,0.00,0.94,0,0,0,0,29,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,113
surades,Commercial,50,58,0.54,0.07,0,0,0,0,7,,,,,https://www.getcharadesideas.com/,136
thanksgiving charades free printable pdf,Informational,50,0,0.00,0.33,0,0,0,0,30,,,,,https://www.getcharadesideas.com/resources/charades-thanksgiving-ideas/,105
things to do in charades,Informational,50,11,0.02,0.28,0,0,0,0,1,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,151
tough movies for dumb charades english,Informational,50,16,0.00,0.33,0,0,0,0,4,,,,,https://www.getcharadesideas.com/resources/the-big-list-of-137-charades-movie-ideas/,81
virtual charades for work,Informational,50,15,1.81,0.45,0,0,0,56,28,,,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,119
what is charade game,Informational,50,55,0.00,0.01,0,0,54,0,44,,,https://charadesideasgenerator.com/how-to-play-charades/,,https://www.getcharadesideas.com/how-to-play-charades/,128
words for fish bowl,Informational,50,15,0.00,0.33,0,0,0,0,28,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,154
baby charades words,Informational,40,13,0.00,0.00,0,0,0,0,15,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,109
can you make noises in charades,Informational,40,21,0.00,0.33,0,0,53,0,33,,,https://charadesideasgenerator.com/charades-rules/,,https://www.getcharadesideas.com/,174
categories charades,Informational,40,37,0.02,0.05,0,0,8,0,3,,,https://charadesideasgenerator.com/charades-categories/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,136
charade cards for kids,Commercial,40,17,0.00,0.00,0,19,0,0,8,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,201
charade cards printable,Informational,40,6,0.00,0.29,0,0,0,0,5,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,162
charade christmas songs,Informational,40,2,0.00,0.33,0,0,0,0,3,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,106
charade clues,Informational,40,34,0.03,0.24,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,124
charade titles,Informational,40,25,0.00,0.06,0,0,0,0,1,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,121
charades acting ideas,Informational,40,25,0.03,0.43,0,0,26,0,1,,,https://charadesideasgenerator.com/funny-charades-ideas/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,135
charades actions list,Informational,40,14,0.00,0.25,0,0,22,0,1,,,https://charadesideasgenerator.com/actions-charades-generator/,,https://www.getcharadesideas.com/resources/charades-action-ideas/,118
charades card game for adults,"Commercial, Informational",40,22,0.00,1.00,0,0,0,0,12,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,192
charades en espanol,Informational,40,18,0.60,0.02,0,0,14,0,0,,,https://charadesideasgenerator.com/spanish-charades-generator/,,,130
charades for 5th graders,Informational,40,14,0.04,0.50,0,16,0,0,6,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/charades-for-kids/,118
charades for one crossword,Informational,40,5,0.00,0.00,0,0,0,55,31,,,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,105
charades france,Navigational,40,20,0.00,0.33,0,0,0,0,53,,,,,https://www.getcharadesideas.com/,116
charades game for kids,Informational,40,34,0.00,0.00,0,3,0,0,13,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,179
charades ideas for teenagers,Informational,40,12,0.03,0.59,0,0,9,0,5,,,https://charadesideasgenerator.com/charades-ideas-for-teens/,,https://www.getcharadesideas.com/resources/charades-ideas-for-kids-of-all-ages-the-ultimate-list-130-ideas/,109
charades ideas free,Informational,40,36,0.00,0.29,0,26,38,36,1,,https://www.kidscharades.com/online-charades-generator.html,https://charadesideasgenerator.com/,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,109
charades like games,Informational,40,23,0.35,0.43,0,0,0,0,25,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,130
charades signals,Informational,40,20,0.00,0.02,0,0,0,0,28,,,,,https://www.getcharadesideas.com/,108
charades spinning wheel,Informational,40,5,0.00,0.33,0,38,0,0,16,,https://www.kidscharades.com/online-charades-generator.html,,,https://www.getcharadesideas.com/,160
charades style games,Informational,40,26,0.00,0.01,0,0,0,0,10,,,,,https://www.getcharadesideas.com/resources/charades-video-game-ideas/,127
charades to act out,Informational,40,42,0.02,0.19,0,0,12,0,5,,,https://charadesideasgenerator.com/funny-charades-ideas/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,136
charades topics for teens,Informational,40,9,0.06,0.74,0,0,3,0,6,,,https://charadesideasgenerator.com/charades-ideas-for-teens/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,110
charades topics list,Informational,40,35,0.03,0.39,0,0,35,0,2,,,https://charadesideasgenerator.com/action-charades-ideas/,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,103
charades winter,Informational,40,1,0.00,0.33,0,0,0,0,12,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,107
charades words list,Informational,40,26,0.03,0.18,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/a-list-of-120-easy-and-hard-charades-ideas/,119
charades',Informational,40,58,0.46,0.35,0,0,0,49,6,,,,https://play.gameonfamily.com/charades/,https://www.getcharadesideas.com/,128
charades/pictionary,Informational,40,12,0.00,0.18,0,0,0,0,13,,,,,https://www.getcharadesideas.com/,175
christmas carol charades game,"Commercial, Informational",40,1,0.00,0.33,0,0,0,0,7,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,138
christmas dare,Informational,40,23,0.00,0.33,0,0,0,0,55,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,131
christmas film charades,Informational,40,8,0.43,0.97,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,114
christmas movie charades,Informational,40,11,0.00,0.33,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,85
christmas movies for charades,Informational,40,8,0.00,0.33,0,0,0,0,2,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,121
christmas password,Informational,40,3,0.00,0.33,0,0,0,0,42,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,113
christmas pictionary words for adults,Informational,40,13,0.00,0.00,0,0,0,0,43,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,96
christmas truth or dare,Informational,40,18,0.00,0.33,0,0,0,0,50,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,119
code names for christmas,Informational,40,15,0.00,0.33,0,0,0,0,48,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,103
creative titles for christmas party,Informational,40,8,0.00,0.33,0,0,0,0,65,,,,,https://www.getcharadesideas.com/resources/charades-ideas-for-christmas-the-complete-list-118-words-phrases/,101
dirty pictionary words for adults,Informational,40,21,0.00,0.21,0,0,0,0,27,,,,,https://www.getcharadesideas.com/resources/100-adult-charades-ideas/,115
funny actions to act out,Informational,40,11,0.00,0.14,0,0,10,0,8,,,https://charadesideasgenerator.com/funny-charades-ideas/,,https://www.getcharadesideas.com/resources/funny-charades-ideas-and-how-to-act-them-out/,136
